,sacc_transformed,qseqid,staxids,sseqid,pident,evalue,bitscore,qgi,sgi,sacc,sscinames,scomnames,stitle,organism_name_taxdb,genus,family,superfamily,order,class,phylum,query_info
109,WP_062431932,WP_010874241,374982,WP_062431932.1_GCF_001521855.1_ASM152185v1,49.667,4.98e-94,283.0,0,0,WP_062431932.1_GCF_001521855.1_ASM152185v1,Synechococcus sp. PCC 73109,Synechococcus sp. PCC 73109,circadian clock protein KaiA [Synechococcus sp. PCC 73109],Synechococcus sp. PCC 73109,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,circadian clock protein KaiA [Synechococcus sp. PCC 73109]
110,WP_012305921,WP_010874243,32049,WP_012305921.1_GCF_000019485.1_ASM1948v1,91.218,0.0,949.0,0,0,WP_012305921.1_GCF_000019485.1_ASM1948v1,Synechococcus sp. PCC 7002,Synechococcus sp. PCC 7002,MULTISPECIES: circadian clock protein KaiC [unclassified Synechococcus],Synechococcus sp. PCC 7002,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiC [unclassified Synechococcus]
111,WP_030006078,WP_010874242,32049,WP_030006078.1_GCF_000019485.1_ASM1948v1,89.011,4.29e-52,162.0,0,0,WP_030006078.1_GCF_000019485.1_ASM1948v1,Synechococcus sp. PCC 7002,Synechococcus sp. PCC 7002,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus],Synechococcus sp. PCC 7002,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus]
112,WP_012306548,WP_010874242,32049,WP_012306548.1_GCF_000019485.1_ASM1948v1,52.326,2.41e-26,97.4,0,0,WP_012306548.1_GCF_000019485.1_ASM1948v1,Synechococcus sp. PCC 7002,Synechococcus sp. PCC 7002,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus],Synechococcus sp. PCC 7002,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus]
113,WP_012305923,WP_010874241,32049,WP_012305923.1_GCF_000019485.1_ASM1948v1,49.667,4.04e-93,281.0,0,0,WP_012305923.1_GCF_000019485.1_ASM1948v1,Synechococcus sp. PCC 7002,Synechococcus sp. PCC 7002,MULTISPECIES: circadian clock protein KaiA [unclassified Synechococcus],Synechococcus sp. PCC 7002,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiA [unclassified Synechococcus]
114,WP_012305921,WP_010874243,2579791,WP_012305921.1_GCF_005577135.1_ASM557713v1,91.218,0.0,949.0,0,0,WP_012305921.1_GCF_005577135.1_ASM557713v1,Synechococcus sp. PCC 11901,Synechococcus sp. PCC 11901,MULTISPECIES: circadian clock protein KaiC [unclassified Synechococcus],Synechococcus sp. PCC 11901,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiC [unclassified Synechococcus]
115,WP_030006078,WP_010874242,2579791,WP_030006078.1_GCF_005577135.1_ASM557713v1,89.011,4.29e-52,162.0,0,0,WP_030006078.1_GCF_005577135.1_ASM557713v1,Synechococcus sp. PCC 11901,Synechococcus sp. PCC 11901,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus],Synechococcus sp. PCC 11901,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus]
116,WP_012306548,WP_010874242,2579791,WP_012306548.1_GCF_005577135.1_ASM557713v1,52.326,2.41e-26,97.4,0,0,WP_012306548.1_GCF_005577135.1_ASM557713v1,Synechococcus sp. PCC 11901,Synechococcus sp. PCC 11901,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus],Synechococcus sp. PCC 11901,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus]
117,WP_065715809,WP_010874241,2579791,WP_065715809.1_GCF_005577135.1_ASM557713v1,50.0,6.219999999999999e-95,286.0,0,0,WP_065715809.1_GCF_005577135.1_ASM557713v1,Synechococcus sp. PCC 11901,Synechococcus sp. PCC 11901,MULTISPECIES: circadian clock protein KaiA [unclassified Synechococcus],Synechococcus sp. PCC 11901,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiA [unclassified Synechococcus]
118,WP_066343581,WP_010874243,1615909,WP_066343581.1_GCF_001548095.1_Gm3709,88.327,0.0,949.0,0,0,WP_066343581.1_GCF_001548095.1_Gm3709,Geminocystis sp. NIES-3708,Geminocystis sp. NIES-3708,circadian clock protein KaiC [Geminocystis sp. NIES-3708],Geminocystis sp. NIES-3708,Geminocystis,Chroococcaceae,unknown,Chroococcales,unknown,Cyanobacteria,circadian clock protein KaiC [Geminocystis sp. NIES-3708]
119,WP_017293901,WP_010874242,1615909,WP_017293901.1_GCF_001548095.1_Gm3709,92.079,5.88e-62,187.0,0,0,WP_017293901.1_GCF_001548095.1_Gm3709,Geminocystis sp. NIES-3708,Geminocystis sp. NIES-3708,MULTISPECIES: circadian clock protein KaiB [Geminocystis],Geminocystis sp. NIES-3708,Geminocystis,Chroococcaceae,unknown,Chroococcales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiB [Geminocystis]
120,WP_066343578,WP_010874241,1615909,WP_066343578.1_GCF_001548095.1_Gm3709,46.933,1.71e-97,293.0,0,0,WP_066343578.1_GCF_001548095.1_Gm3709,Geminocystis sp. NIES-3708,Geminocystis sp. NIES-3708,circadian clock protein KaiA [Geminocystis sp. NIES-3708],Geminocystis sp. NIES-3708,Geminocystis,Chroococcaceae,unknown,Chroococcales,unknown,Cyanobacteria,circadian clock protein KaiA [Geminocystis sp. NIES-3708]
121,WP_024546040,WP_010874243,1827144,WP_024546040.1_GCF_002356215.1_ASM235621v1,89.453,0.0,947.0,0,0,WP_024546040.1_GCF_002356215.1_ASM235621v1,Synechococcus sp. NIES-970,Synechococcus sp. NIES-970,MULTISPECIES: circadian clock protein KaiC [unclassified Synechococcus],Synechococcus sp. NIES-970,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiC [unclassified Synechococcus]
122,WP_024546079,WP_010874242,1827144,WP_024546079.1_GCF_002356215.1_ASM235621v1,89.011,3.02e-52,162.0,0,0,WP_024546079.1_GCF_002356215.1_ASM235621v1,Synechococcus sp. NIES-970,Synechococcus sp. NIES-970,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus],Synechococcus sp. NIES-970,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus]
123,WP_096417101,WP_010874242,1827144,WP_096417101.1_GCF_002356215.1_ASM235621v1,54.651,5.95e-28,101.0,0,0,WP_096417101.1_GCF_002356215.1_ASM235621v1,Synechococcus sp. NIES-970,Synechococcus sp. NIES-970,circadian clock protein KaiB [Synechococcus sp. NIES-970],Synechococcus sp. NIES-970,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,circadian clock protein KaiB [Synechococcus sp. NIES-970]
124,WP_096418958,WP_010874241,1827144,WP_096418958.1_GCF_002356215.1_ASM235621v1,48.485,4.09e-91,276.0,0,0,WP_096418958.1_GCF_002356215.1_ASM235621v1,Synechococcus sp. NIES-970,Synechococcus sp. NIES-970,circadian clock protein KaiA [Synechococcus sp. NIES-970],Synechococcus sp. NIES-970,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,circadian clock protein KaiA [Synechococcus sp. NIES-970]
125,WP_096385122,WP_010874243,1807358,WP_096385122.1_GCF_002355455.1_ASM235545v1,88.462,0.0,946.0,0,0,WP_096385122.1_GCF_002355455.1_ASM235545v1,Stanieria sp. NIES-3757,Stanieria sp. NIES-3757,circadian clock protein KaiC [Stanieria sp. NIES-3757],Stanieria sp. NIES-3757,Stanieria,Dermocarpellaceae,unknown,Pleurocapsales,unknown,Cyanobacteria,circadian clock protein KaiC [Stanieria sp. NIES-3757]
126,WP_096385121,WP_010874242,1807358,WP_096385121.1_GCF_002355455.1_ASM235545v1,87.379,1.01e-60,184.0,0,0,WP_096385121.1_GCF_002355455.1_ASM235545v1,Stanieria sp. NIES-3757,Stanieria sp. NIES-3757,circadian clock protein KaiB [Stanieria sp. NIES-3757],Stanieria sp. NIES-3757,Stanieria,Dermocarpellaceae,unknown,Pleurocapsales,unknown,Cyanobacteria,circadian clock protein KaiB [Stanieria sp. NIES-3757]
127,WP_096387888,WP_010874242,1807358,WP_096387888.1_GCF_002355455.1_ASM235545v1,39.241,3.59e-14,69.3,0,0,WP_096387888.1_GCF_002355455.1_ASM235545v1,Stanieria sp. NIES-3757,Stanieria sp. NIES-3757,circadian clock KaiB family protein [Stanieria sp. NIES-3757],Stanieria sp. NIES-3757,Stanieria,Dermocarpellaceae,unknown,Pleurocapsales,unknown,Cyanobacteria,circadian clock KaiB family protein [Stanieria sp. NIES-3757]
128,WP_096385120,WP_010874241,1807358,WP_096385120.1_GCF_002355455.1_ASM235545v1,49.511,1.28e-100,301.0,0,0,WP_096385120.1_GCF_002355455.1_ASM235545v1,Stanieria sp. NIES-3757,Stanieria sp. NIES-3757,circadian clock protein KaiA [Stanieria sp. NIES-3757],Stanieria sp. NIES-3757,Stanieria,Dermocarpellaceae,unknown,Pleurocapsales,unknown,Cyanobacteria,circadian clock protein KaiA [Stanieria sp. NIES-3757]
129,WP_065713014,WP_010874243,374981,WP_065713014.1_GCF_001693255.1_ASM169325v1,90.818,0.0,946.0,0,0,WP_065713014.1_GCF_001693255.1_ASM169325v1,Synechococcus sp. PCC 7003,Synechococcus sp. PCC 7003,circadian clock protein KaiC [Synechococcus sp. PCC 7003],Synechococcus sp. PCC 7003,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,circadian clock protein KaiC [Synechococcus sp. PCC 7003]
130,WP_030006078,WP_010874242,374981,WP_030006078.1_GCF_001693255.1_ASM169325v1,89.011,4.29e-52,162.0,0,0,WP_030006078.1_GCF_001693255.1_ASM169325v1,Synechococcus sp. PCC 7003,Synechococcus sp. PCC 7003,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus],Synechococcus sp. PCC 7003,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiB [unclassified Synechococcus]
131,WP_083997966,WP_010874242,374981,WP_083997966.1_GCF_001693255.1_ASM169325v1,52.326,1.59e-26,97.8,0,0,WP_083997966.1_GCF_001693255.1_ASM169325v1,Synechococcus sp. PCC 7003,Synechococcus sp. PCC 7003,circadian clock protein KaiB [Synechococcus sp. PCC 7003],Synechococcus sp. PCC 7003,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,circadian clock protein KaiB [Synechococcus sp. PCC 7003]
132,WP_065713015,WP_010874241,374981,WP_065713015.1_GCF_001693255.1_ASM169325v1,49.333,9.519999999999999e-95,285.0,0,0,WP_065713015.1_GCF_001693255.1_ASM169325v1,Synechococcus sp. PCC 7003,Synechococcus sp. PCC 7003,circadian clock protein KaiA [Synechococcus sp. PCC 7003],Synechococcus sp. PCC 7003,Synechococcus,Synechococcaceae,unknown,Synechococcales,unknown,Cyanobacteria,circadian clock protein KaiA [Synechococcus sp. PCC 7003]
133,WP_015191648,WP_010874243,111780,WP_015191648.1_GCF_000317575.1_ASM31757v1,87.5,0.0,942.0,0,0,WP_015191648.1_GCF_000317575.1_ASM31757v1,Stanieria cyanosphaera PCC 7437,Stanieria cyanosphaera PCC 7437,circadian clock protein KaiC [Stanieria cyanosphaera],Stanieria cyanosphaera PCC 7437,Stanieria,Dermocarpellaceae,unknown,Pleurocapsales,unknown,Cyanobacteria,circadian clock protein KaiC [Stanieria cyanosphaera]
134,WP_015193307,WP_010874243,111780,WP_015193307.1_GCF_000317575.1_ASM31757v1,28.834,1.0700000000000001e-49,181.0,0,0,WP_015193307.1_GCF_000317575.1_ASM31757v1,Stanieria cyanosphaera PCC 7437,Stanieria cyanosphaera PCC 7437,AAA family ATPase [Stanieria cyanosphaera],Stanieria cyanosphaera PCC 7437,Stanieria,Dermocarpellaceae,unknown,Pleurocapsales,unknown,Cyanobacteria,AAA family ATPase [Stanieria cyanosphaera]
135,WP_015191647,WP_010874242,111780,WP_015191647.1_GCF_000317575.1_ASM31757v1,85.714,1.55e-60,184.0,0,0,WP_015191647.1_GCF_000317575.1_ASM31757v1,Stanieria cyanosphaera PCC 7437,Stanieria cyanosphaera PCC 7437,circadian clock protein KaiB [Stanieria cyanosphaera],Stanieria cyanosphaera PCC 7437,Stanieria,Dermocarpellaceae,unknown,Pleurocapsales,unknown,Cyanobacteria,circadian clock protein KaiB [Stanieria cyanosphaera]
136,WP_015193956,WP_010874242,111780,WP_015193956.1_GCF_000317575.1_ASM31757v1,37.975,9.08e-14,68.6,0,0,WP_015193956.1_GCF_000317575.1_ASM31757v1,Stanieria cyanosphaera PCC 7437,Stanieria cyanosphaera PCC 7437,circadian clock KaiB family protein [Stanieria cyanosphaera],Stanieria cyanosphaera PCC 7437,Stanieria,Dermocarpellaceae,unknown,Pleurocapsales,unknown,Cyanobacteria,circadian clock KaiB family protein [Stanieria cyanosphaera]
137,WP_015191646,WP_010874241,111780,WP_015191646.1_GCF_000317575.1_ASM31757v1,50.0,3.37e-100,300.0,0,0,WP_015191646.1_GCF_000317575.1_ASM31757v1,Stanieria cyanosphaera PCC 7437,Stanieria cyanosphaera PCC 7437,circadian clock protein KaiA [Stanieria cyanosphaera],Stanieria cyanosphaera PCC 7437,Stanieria,Dermocarpellaceae,unknown,Pleurocapsales,unknown,Cyanobacteria,circadian clock protein KaiA [Stanieria cyanosphaera]
138,WP_119259528,WP_010874243,1763363,WP_119259528.1_GCF_003574135.1_ASM357413v1,87.283,0.0,940.0,0,0,WP_119259528.1_GCF_003574135.1_ASM357413v1,cyanobacterium endosymbiont of Rhopalodia gibberula,cyanobacterium endosymbiont of Rhopalodia gibberula,circadian clock protein KaiC [cyanobacterium endosymbiont of Rhopalodia gibberula],cyanobacterium endosymbiont of Rhopalodia gibberula,unknown,unknown,unknown,unknown,unknown,Cyanobacteria,circadian clock protein KaiC [cyanobacterium endosymbiont of Rhopalodia gibberula]
139,WP_119259529,WP_010874242,1763363,WP_119259529.1_GCF_003574135.1_ASM357413v1,90.099,6.220000000000001e-59,179.0,0,0,WP_119259529.1_GCF_003574135.1_ASM357413v1,cyanobacterium endosymbiont of Rhopalodia gibberula,cyanobacterium endosymbiont of Rhopalodia gibberula,circadian clock protein KaiB [cyanobacterium endosymbiont of Rhopalodia gibberula],cyanobacterium endosymbiont of Rhopalodia gibberula,unknown,unknown,unknown,unknown,unknown,Cyanobacteria,circadian clock protein KaiB [cyanobacterium endosymbiont of Rhopalodia gibberula]
140,WP_119260640,WP_010874242,1763363,WP_119260640.1_GCF_003574135.1_ASM357413v1,44.578,2.1e-19,83.2,0,0,WP_119260640.1_GCF_003574135.1_ASM357413v1,cyanobacterium endosymbiont of Rhopalodia gibberula,cyanobacterium endosymbiont of Rhopalodia gibberula,circadian clock KaiB family protein [cyanobacterium endosymbiont of Rhopalodia gibberula],cyanobacterium endosymbiont of Rhopalodia gibberula,unknown,unknown,unknown,unknown,unknown,Cyanobacteria,circadian clock KaiB family protein [cyanobacterium endosymbiont of Rhopalodia gibberula]
141,WP_119259530,WP_010874241,1763363,WP_119259530.1_GCF_003574135.1_ASM357413v1,49.66,3.37e-98,294.0,0,0,WP_119259530.1_GCF_003574135.1_ASM357413v1,cyanobacterium endosymbiont of Rhopalodia gibberula,cyanobacterium endosymbiont of Rhopalodia gibberula,circadian clock protein KaiA [cyanobacterium endosymbiont of Rhopalodia gibberula],cyanobacterium endosymbiont of Rhopalodia gibberula,unknown,unknown,unknown,unknown,unknown,Cyanobacteria,circadian clock protein KaiA [cyanobacterium endosymbiont of Rhopalodia gibberula]
142,WP_096717845,WP_010874243,2005460,WP_096717845.1_GCF_002368355.1_ASM236835v1,86.042,0.0,926.0,0,0,WP_096717845.1_GCF_002368355.1_ASM236835v1,Chondrocystis sp. NIES-4102,Chondrocystis sp. NIES-4102,circadian clock protein KaiC [Chondrocystis sp. NIES-4102],Chondrocystis sp. NIES-4102,Chondrocystis,Chroococcaceae,unknown,Chroococcales,unknown,Cyanobacteria,circadian clock protein KaiC [Chondrocystis sp. NIES-4102]
143,WP_096717847,WP_010874242,2005460,WP_096717847.1_GCF_002368355.1_ASM236835v1,90.0,6.87e-60,182.0,0,0,WP_096717847.1_GCF_002368355.1_ASM236835v1,Chondrocystis sp. NIES-4102,Chondrocystis sp. NIES-4102,circadian clock protein KaiB [Chondrocystis sp. NIES-4102],Chondrocystis sp. NIES-4102,Chondrocystis,Chroococcaceae,unknown,Chroococcales,unknown,Cyanobacteria,circadian clock protein KaiB [Chondrocystis sp. NIES-4102]
144,WP_096720501,WP_010874242,2005460,WP_096720501.1_GCF_002368355.1_ASM236835v1,35.0,2.67e-10,58.9,0,0,WP_096720501.1_GCF_002368355.1_ASM236835v1,Chondrocystis sp. NIES-4102,Chondrocystis sp. NIES-4102,circadian clock KaiB family protein [Chondrocystis sp. NIES-4102],Chondrocystis sp. NIES-4102,Chondrocystis,Chroococcaceae,unknown,Chroococcales,unknown,Cyanobacteria,circadian clock KaiB family protein [Chondrocystis sp. NIES-4102]
145,WP_096717849,WP_010874241,2005460,WP_096717849.1_GCF_002368355.1_ASM236835v1,43.522,2.0900000000000003e-79,246.0,0,0,WP_096717849.1_GCF_002368355.1_ASM236835v1,Chondrocystis sp. NIES-4102,Chondrocystis sp. NIES-4102,circadian clock protein KaiA [Chondrocystis sp. NIES-4102],Chondrocystis sp. NIES-4102,Chondrocystis,Chroococcaceae,unknown,Chroococcales,unknown,Cyanobacteria,circadian clock protein KaiA [Chondrocystis sp. NIES-4102]
146,WP_015180368,WP_010874243,1173027,WP_015180368.1_GCF_000317515.1_ASM31751v1,87.251,0.0,923.0,0,0,WP_015180368.1_GCF_000317515.1_ASM31751v1,Microcoleus sp. PCC 7113,Microcoleus sp. PCC 7113,circadian clock protein KaiC [Allocoleopsis franciscana],Allocoleopsis franciscana PCC 7113,Allocoleopsis,Coleofasciculaceae,unknown,Oscillatoriales,unknown,Cyanobacteria,circadian clock protein KaiC [Allocoleopsis franciscana]
147,WP_015180367,WP_010874242,1173027,WP_015180367.1_GCF_000317515.1_ASM31751v1,89.423,6.97e-62,187.0,0,0,WP_015180367.1_GCF_000317515.1_ASM31751v1,Microcoleus sp. PCC 7113,Microcoleus sp. PCC 7113,circadian clock protein KaiB [Allocoleopsis franciscana],Allocoleopsis franciscana PCC 7113,Allocoleopsis,Coleofasciculaceae,unknown,Oscillatoriales,unknown,Cyanobacteria,circadian clock protein KaiB [Allocoleopsis franciscana]
148,WP_015180366,WP_010874241,1173027,WP_015180366.1_GCF_000317515.1_ASM31751v1,45.603,4.6500000000000004e-85,261.0,0,0,WP_015180366.1_GCF_000317515.1_ASM31751v1,Microcoleus sp. PCC 7113,Microcoleus sp. PCC 7113,circadian clock protein KaiA [Allocoleopsis franciscana],Allocoleopsis franciscana PCC 7113,Allocoleopsis,Coleofasciculaceae,unknown,Oscillatoriales,unknown,Cyanobacteria,circadian clock protein KaiA [Allocoleopsis franciscana]
149,WP_199248352,WP_010874243,222819,WP_199248352.1_GCF_016446395.1_ASM1644639v1,84.2,0.0,913.0,0,0,WP_199248352.1_GCF_016446395.1_ASM1644639v1,[Phormidium] sp. ETS-05,[Phormidium] sp. ETS-05,circadian clock protein KaiC [[Phormidium] sp. ETS-05],[Phormidium] sp. ETS-05,Koinonema,unknown,unknown,Oscillatoriales,unknown,Cyanobacteria,circadian clock protein KaiC [[Phormidium] sp. ETS-05]
150,WP_199250173,WP_010874242,222819,WP_199250173.1_GCF_016446395.1_ASM1644639v1,90.196,3.2899999999999996e-60,182.0,0,0,WP_199250173.1_GCF_016446395.1_ASM1644639v1,[Phormidium] sp. ETS-05,[Phormidium] sp. ETS-05,circadian clock protein KaiB [[Phormidium] sp. ETS-05],[Phormidium] sp. ETS-05,Koinonema,unknown,unknown,Oscillatoriales,unknown,Cyanobacteria,circadian clock protein KaiB [[Phormidium] sp. ETS-05]
151,WP_233258442,WP_010874242,222819,WP_233258442.1_GCF_016446395.1_ASM1644639v1,50.0,5.28e-22,90.1,0,0,WP_233258442.1_GCF_016446395.1_ASM1644639v1,[Phormidium] sp. ETS-05,[Phormidium] sp. ETS-05,circadian clock KaiB family protein [[Phormidium] sp. ETS-05],[Phormidium] sp. ETS-05,Koinonema,unknown,unknown,Oscillatoriales,unknown,Cyanobacteria,circadian clock KaiB family protein [[Phormidium] sp. ETS-05]
152,WP_199248351,WP_010874241,222819,WP_199248351.1_GCF_016446395.1_ASM1644639v1,41.853,1.3e-70,224.0,0,0,WP_199248351.1_GCF_016446395.1_ASM1644639v1,[Phormidium] sp. ETS-05,[Phormidium] sp. ETS-05,circadian clock protein KaiA [[Phormidium] sp. ETS-05],[Phormidium] sp. ETS-05,Koinonema,unknown,unknown,Oscillatoriales,unknown,Cyanobacteria,circadian clock protein KaiA [[Phormidium] sp. ETS-05]
153,WP_168568048,WP_010874243,2064643,WP_168568048.1_GCF_012295525.1_ASM1229552v1,85.207,0.0,911.0,0,0,WP_168568048.1_GCF_012295525.1_ASM1229552v1,Oxynema sp. AP17,Oxynema sp. AP17,circadian clock protein KaiC [Oxynema aestuarii],Oxynema aestuarii AP17,Oxynema,Microcoleaceae,unknown,Oscillatoriales,unknown,Cyanobacteria,circadian clock protein KaiC [Oxynema aestuarii]
154,WP_168568047,WP_010874242,2064643,WP_168568047.1_GCF_012295525.1_ASM1229552v1,93.069,1.2099999999999999e-61,186.0,0,0,WP_168568047.1_GCF_012295525.1_ASM1229552v1,Oxynema sp. AP17,Oxynema sp. AP17,MULTISPECIES: circadian clock protein KaiB [Oxynema],Oxynema aestuarii AP17,Oxynema,Microcoleaceae,unknown,Oscillatoriales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiB [Oxynema]
155,WP_168569347,WP_010874242,2064643,WP_168569347.1_GCF_012295525.1_ASM1229552v1,48.0,6.59e-16,73.9,0,0,WP_168569347.1_GCF_012295525.1_ASM1229552v1,Oxynema sp. AP17,Oxynema sp. AP17,circadian clock KaiB family protein [Oxynema aestuarii],Oxynema aestuarii AP17,Oxynema,Microcoleaceae,unknown,Oscillatoriales,unknown,Cyanobacteria,circadian clock KaiB family protein [Oxynema aestuarii]
156,WP_168568046,WP_010874241,2064643,WP_168568046.1_GCF_012295525.1_ASM1229552v1,44.516,3.72e-89,271.0,0,0,WP_168568046.1_GCF_012295525.1_ASM1229552v1,Oxynema sp. AP17,Oxynema sp. AP17,circadian clock protein KaiA [Oxynema aestuarii],Oxynema aestuarii AP17,Oxynema,Microcoleaceae,unknown,Oscillatoriales,unknown,Cyanobacteria,circadian clock protein KaiA [Oxynema aestuarii]
157,WP_172356476,WP_010874243,2811482,WP_172356476.1_GCF_016919485.1_ASM1691948v1,86.6,0.0,910.0,0,0,WP_172356476.1_GCF_016919485.1_ASM1691948v1,Thermoleptolyngbya sp. PKUAC-SCTB121,Thermoleptolyngbya sp. PKUAC-SCTB121,MULTISPECIES: circadian clock protein KaiC [Thermoleptolyngbya],Thermoleptolyngbya sp. PKUAC-SCTB121,Thermoleptolyngbya,Oculatellaceae,unknown,Pseudanabaenales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiC [Thermoleptolyngbya]
158,WP_068507005,WP_010874242,2811482,WP_068507005.1_GCF_016919485.1_ASM1691948v1,90.291,2.33e-61,185.0,0,0,WP_068507005.1_GCF_016919485.1_ASM1691948v1,Thermoleptolyngbya sp. PKUAC-SCTB121,Thermoleptolyngbya sp. PKUAC-SCTB121,MULTISPECIES: circadian clock protein KaiB [Thermoleptolyngbya],Thermoleptolyngbya sp. PKUAC-SCTB121,Thermoleptolyngbya,Oculatellaceae,unknown,Pseudanabaenales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiB [Thermoleptolyngbya]
159,WP_172356876,WP_010874242,2811482,WP_172356876.1_GCF_016919485.1_ASM1691948v1,45.783,1.24e-17,79.0,0,0,WP_172356876.1_GCF_016919485.1_ASM1691948v1,Thermoleptolyngbya sp. PKUAC-SCTB121,Thermoleptolyngbya sp. PKUAC-SCTB121,MULTISPECIES: circadian clock KaiB family protein [Thermoleptolyngbya],Thermoleptolyngbya sp. PKUAC-SCTB121,Thermoleptolyngbya,Oculatellaceae,unknown,Pseudanabaenales,unknown,Cyanobacteria,MULTISPECIES: circadian clock KaiB family protein [Thermoleptolyngbya]
160,WP_205370202,WP_010874241,2811482,WP_205370202.1_GCF_016919485.1_ASM1691948v1,45.985,8.97e-77,239.0,0,0,WP_205370202.1_GCF_016919485.1_ASM1691948v1,Thermoleptolyngbya sp. PKUAC-SCTB121,Thermoleptolyngbya sp. PKUAC-SCTB121,circadian clock protein KaiA [Thermoleptolyngbya sp. PKUAC-SCTB121],Thermoleptolyngbya sp. PKUAC-SCTB121,Thermoleptolyngbya,Oculatellaceae,unknown,Pseudanabaenales,unknown,Cyanobacteria,circadian clock protein KaiA [Thermoleptolyngbya sp. PKUAC-SCTB121]
161,WP_172356476,WP_010874243,2737172,WP_172356476.1_GCF_013177315.1_ASM1317731v1,86.6,0.0,910.0,0,0,WP_172356476.1_GCF_013177315.1_ASM1317731v1,Thermoleptolyngbya sp. PKUAC-SCTA183,Thermoleptolyngbya sp. PKUAC-SCTA183,MULTISPECIES: circadian clock protein KaiC [Thermoleptolyngbya],Thermoleptolyngbya sichuanensis PKUAC-SCTA183,Thermoleptolyngbya,Oculatellaceae,unknown,Pseudanabaenales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiC [Thermoleptolyngbya]
162,WP_068507005,WP_010874242,2737172,WP_068507005.1_GCF_013177315.1_ASM1317731v1,90.291,2.33e-61,185.0,0,0,WP_068507005.1_GCF_013177315.1_ASM1317731v1,Thermoleptolyngbya sp. PKUAC-SCTA183,Thermoleptolyngbya sp. PKUAC-SCTA183,MULTISPECIES: circadian clock protein KaiB [Pseudanabaenales],Thermoleptolyngbya sichuanensis PKUAC-SCTA183,Thermoleptolyngbya,Oculatellaceae,unknown,Pseudanabaenales,unknown,Cyanobacteria,MULTISPECIES: circadian clock protein KaiB [Pseudanabaenales]
163,WP_172356876,WP_010874242,2737172,WP_172356876.1_GCF_013177315.1_ASM1317731v1,45.783,1.24e-17,79.0,0,0,WP_172356876.1_GCF_013177315.1_ASM1317731v1,Thermoleptolyngbya sp. PKUAC-SCTA183,Thermoleptolyngbya sp. PKUAC-SCTA183,MULTISPECIES: circadian clock KaiB family protein [Thermoleptolyngbya],Thermoleptolyngbya sichuanensis PKUAC-SCTA183,Thermoleptolyngbya,Oculatellaceae,unknown,Pseudanabaenales,unknown,Cyanobacteria,MULTISPECIES: circadian clock KaiB family protein [Thermoleptolyngbya]
