forward_genome_id	backward_genome_id	staxids
WP_071925444	WP_010874241	251229
WP_250012688	WP_010874241	2653189
WP_200989559	WP_010874241	2779889
WP_096585355	WP_010874241	1085406
WP_083468760	WP_010874241	224013
WP_231943133	WP_010874241	2005462
WP_015112916	WP_010874241	317936
WP_153228496	WP_010874241	375899
WP_153228496	WP_010874241	2490939
WP_235528893	WP_010874241	1524929
WP_236107438	WP_010874241	2108055
WP_010997035	WP_010874241	103690
WP_010997035	WP_010874241	1973479
WP_015131315	WP_010874241	99598
WP_235678242	WP_010874241	2666332
WP_103139269	WP_010874241	1869241
WP_067763284	WP_010874241	1751286
WP_067763284	WP_010874241	1973475
WP_006198955	WP_010874241	1914872
WP_006198955	WP_010874241	313624
WP_015119206	WP_010874241	373994
WP_236308321	WP_010874241	683357
WP_096656128	WP_010874241	1973488
WP_015197564	WP_010874241	1170562
WP_104909079	WP_010874241	1618022
WP_155823712	WP_010874241	1173026
WP_071455439	WP_010874241	1188229
WP_094328521	WP_010874241	1261031
WP_096592855	WP_010874241	1954171
WP_011317868	WP_010874241	240292
