,sacc_transformed,qseqid,staxids,sseqid,pident,evalue,bitscore,qgi,sgi,sacc,sscinames,scomnames,stitle
212,WP_086934913,WP_010874243,93059,WP_086934913.1_GCF_000018585.1_ASM1858v1,77.066,0.0,795.0,0,0,WP_086934913.1_GCF_000018585.1_ASM1858v1,Prochlorococcus marinus str. MIT 9211,Prochlorococcus marinus str. MIT 9211,circadian clock protein KaiC [Prochlorococcus marinus]
213,WP_071801161,WP_010874243,1916956,WP_071801161.1_GCF_001885215.1_ASM188521v1,74.949,0.0,794.0,0,0,WP_071801161.1_GCF_001885215.1_ASM188521v1,Synechococcus sp. SynAce01,Synechococcus sp. SynAce01,MULTISPECIES: circadian clock protein KaiC [unclassified Synechococcus]
214,WP_011295261,WP_010874243,59920,WP_011295261.1_GCF_000012465.1_ASM1246v1,77.113,0.0,792.0,0,0,WP_011295261.1_GCF_000012465.1_ASM1246v1,Prochlorococcus marinus str. NATL2A,Prochlorococcus marinus str. NATL2A,circadian clock protein KaiC [Prochlorococcus marinus]
215,WP_041374702,WP_010874243,59922,WP_041374702.1_GCF_000015705.1_ASM1570v1,76.337,0.0,791.0,0,0,WP_041374702.1_GCF_000015705.1_ASM1570v1,Prochlorococcus marinus str. MIT 9303,Prochlorococcus marinus str. MIT 9303,circadian clock protein KaiC [Prochlorococcus marinus]
216,WP_011130786,WP_010874243,74547,WP_011130786.1_GCF_000011485.1_ASM1148v1,76.132,0.0,789.0,0,0,WP_011130786.1_GCF_000011485.1_ASM1148v1,Prochlorococcus marinus str. MIT 9313,Prochlorococcus marinus str. MIT 9313,circadian clock protein KaiC [Prochlorococcus marinus]
217,WP_038653976,WP_010874243,1501269,WP_038653976.1_GCF_000757865.1_ASM75786v1,76.495,0.0,783.0,0,0,WP_038653976.1_GCF_000757865.1_ASM75786v1,Prochlorococcus sp. MIT 0801,Prochlorococcus sp. MIT 0801,circadian clock protein KaiC [Prochlorococcus sp. MIT 0801]
218,WP_011824320,WP_010874243,167555,WP_011824320.1_GCF_000015685.1_ASM1568v1,76.495,0.0,782.0,0,0,WP_011824320.1_GCF_000015685.1_ASM1568v1,Prochlorococcus marinus str. NATL1A,Prochlorococcus marinus str. NATL1A,circadian clock protein KaiC [Prochlorococcus marinus]
219,WP_011132976,WP_010874243,59919,WP_011132976.1_GCF_000011465.1_ASM1146v1,73.992,0.0,781.0,0,0,WP_011132976.1_GCF_000011465.1_ASM1146v1,Prochlorococcus marinus subsp. pastoris str. CCMP1986,Prochlorococcus marinus subsp. pastoris str. CCMP1986,circadian clock protein KaiC [Prochlorococcus marinus]
220,WP_011125574,WP_010874243,167539,WP_011125574.1_GCF_000007925.1_ASM792v1,75.676,0.0,781.0,0,0,WP_011125574.1_GCF_000007925.1_ASM792v1,Prochlorococcus marinus subsp. marinus str. CCMP1375,Prochlorococcus marinus subsp. marinus str. CCMP1375,circadian clock protein KaiC [Prochlorococcus marinus]
221,WP_077142238,WP_010874243,1924287,WP_077142238.1_GCF_001989455.1_ASM198945v1,74.639,0.0,777.0,0,0,WP_077142238.1_GCF_001989455.1_ASM198945v1,Prochlorococcus sp. RS04,Prochlorococcus sp. RS04,MULTISPECIES: circadian clock protein KaiC [Prochlorococcus]
222,WP_077142238,WP_010874243,1924286,WP_077142238.1_GCF_001989435.1_ASM198943v1,74.639,0.0,777.0,0,0,WP_077142238.1_GCF_001989435.1_ASM198943v1,Prochlorococcus sp. RS01,Prochlorococcus sp. RS01,MULTISPECIES: circadian clock protein KaiC [Prochlorococcus]
223,WP_077142238,WP_010874243,1924285,WP_077142238.1_GCF_001989415.1_ASM198941v1,74.639,0.0,777.0,0,0,WP_077142238.1_GCF_001989415.1_ASM198941v1,Prochlorococcus sp. RS50,Prochlorococcus sp. RS50,MULTISPECIES: circadian clock protein KaiC [Prochlorococcus]
224,WP_012008224,WP_010874243,93060,WP_012008224.1_GCF_000018065.1_ASM1806v1,70.898,0.0,777.0,0,0,WP_012008224.1_GCF_000018065.1_ASM1806v1,Prochlorococcus marinus str. MIT 9215,Prochlorococcus marinus str. MIT 9215,circadian clock protein KaiC [Prochlorococcus marinus]
225,WP_011820806,WP_010874243,167542,WP_011820806.1_GCF_000015665.1_ASM1566v1,73.333,0.0,777.0,0,0,WP_011820806.1_GCF_000015665.1_ASM1566v1,Prochlorococcus marinus str. MIT 9515,Prochlorococcus marinus str. MIT 9515,circadian clock protein KaiC [Prochlorococcus marinus]
226,WP_011818958,WP_010874243,146891,WP_011818958.1_GCF_000015645.1_ASM1564v1,73.092,0.0,777.0,0,0,WP_011818958.1_GCF_000015645.1_ASM1564v1,Prochlorococcus marinus str. AS9601,Prochlorococcus marinus str. AS9601,circadian clock protein KaiC [Prochlorococcus marinus]
227,WP_036924033,WP_010874243,74546,WP_036924033.1_GCF_000012645.1_ASM1264v1,72.892,0.0,776.0,0,0,WP_036924033.1_GCF_000012645.1_ASM1264v1,Prochlorococcus marinus str. MIT 9312,Prochlorococcus marinus str. MIT 9312,circadian clock protein KaiC [Prochlorococcus marinus]
228,WP_011863455,WP_010874243,167546,WP_011863455.1_GCF_000015965.1_ASM1596v1,74.433,0.0,775.0,0,0,WP_011863455.1_GCF_000015965.1_ASM1596v1,Prochlorococcus marinus str. MIT 9301,Prochlorococcus marinus str. MIT 9301,circadian clock protein KaiC [Prochlorococcus marinus]
229,WP_042850895,WP_010874243,1501268,WP_042850895.1_GCF_000757845.1_ASM75784v1,72.49,0.0,773.0,0,0,WP_042850895.1_GCF_000757845.1_ASM75784v1,Prochlorococcus sp. MIT 0604,Prochlorococcus sp. MIT 0604,circadian clock protein KaiC [Prochlorococcus sp. MIT 0604]
230,WP_218080516,WP_010874243,2778476,WP_218080516.1_GCF_018389385.1_ASM1838938v1,27.349,6.199999999999999e-54,192.0,0,0,WP_218080516.1_GCF_018389385.1_ASM1838938v1,Anthocerotibacter panamensis C109,Anthocerotibacter panamensis C109,hypothetical protein [Anthocerotibacter panamensis]
231,WP_015193307,WP_010874243,111780,WP_015193307.1_GCF_000317575.1_ASM31757v1,28.834,1.0700000000000001e-49,181.0,0,0,WP_015193307.1_GCF_000317575.1_ASM31757v1,Stanieria cyanosphaera PCC 7437,Stanieria cyanosphaera PCC 7437,AAA family ATPase [Stanieria cyanosphaera]
232,WP_242720492,WP_010874243,2303329,WP_242720492.1_GCF_022701255.1_ASM2270125v1,28.231,5.7e-44,166.0,0,0,WP_242720492.1_GCF_022701255.1_ASM2270125v1,Microcoleus vaginatus HSN003,Microcoleus vaginatus HSN003,AAA family ATPase [Microcoleus vaginatus]
233,WP_223300749,WP_010874243,179408,WP_223300749.1_GCF_000317475.1_ASM31747v1,28.112,7.630000000000001e-43,162.0,0,0,WP_223300749.1_GCF_000317475.1_ASM31747v1,Oscillatoria nigro-viridis PCC 7112,Oscillatoria nigro-viridis PCC 7112,AAA family ATPase [Oscillatoria nigro-viridis]
234,WP_070391800,WP_010874243,1458985,WP_070391800.1_GCF_001767235.1_ASM176723v1,27.406,1.28e-41,162.0,0,0,WP_070391800.1_GCF_001767235.1_ASM176723v1,Moorea producens PAL-8-15-08-1,Moorea producens PAL-8-15-08-1,recombinase RecA [Moorea producens]
235,WP_035149130,WP_010874243,1337936,WP_035149130.1_GCF_000734895.2_ASM73489v2,26.186,7.72e-37,149.0,0,0,WP_035149130.1_GCF_000734895.2_ASM73489v2,Calothrix sp. 336/3,Calothrix sp. 336/3,AAA family ATPase [Calothrix sp. 336/3]
236,WP_010874242,WP_010874242,2116702,WP_010874242.1_GCF_003015225.1_ASM301522v1,100.0,2.33e-70,208.0,0,0,WP_010874242.1_GCF_003015225.1_ASM301522v1,Synechocystis sp. IPPAS B-1465,Synechocystis sp. IPPAS B-1465,MULTISPECIES: circadian clock protein KaiB [Synechocystis]
237,WP_010874242,WP_010874242,1080230,WP_010874242.1_GCF_000284455.1_ASM28445v1,100.0,2.33e-70,208.0,0,0,WP_010874242.1_GCF_000284455.1_ASM28445v1,Synechocystis sp. PCC 6803 substr. PCC-P,Synechocystis sp. PCC 6803 substr. PCC-P,MULTISPECIES: circadian clock protein KaiB [Synechocystis]
238,WP_010874242,WP_010874242,1080229,WP_010874242.1_GCF_000284215.1_ASM28421v1,100.0,2.33e-70,208.0,0,0,WP_010874242.1_GCF_000284215.1_ASM28421v1,Synechocystis sp. PCC 6803 substr. PCC-N,Synechocystis sp. PCC 6803 substr. PCC-N,MULTISPECIES: circadian clock protein KaiB [Synechocystis]
239,WP_010874242,WP_010874242,1080228,WP_010874242.1_GCF_000284135.1_ASM28413v1,100.0,2.33e-70,208.0,0,0,WP_010874242.1_GCF_000284135.1_ASM28413v1,Synechocystis sp. PCC 6803 substr. GT-I,Synechocystis sp. PCC 6803 substr. GT-I,MULTISPECIES: circadian clock protein KaiB [Synechocystis]
240,WP_010874242,WP_010874242,1148,WP_010874242.1_GCF_022869765.1_ASM2286976v1,100.0,2.33e-70,208.0,0,0,WP_010874242.1_GCF_022869765.1_ASM2286976v1,Synechocystis sp. PCC 6803,Synechocystis sp. PCC 6803,MULTISPECIES: circadian clock protein KaiB [Synechocystis]
241,WP_010874242,WP_010874242,1933929,WP_010874242.1_GCF_010222815.1_ASM1022281v1,100.0,2.33e-70,208.0,0,0,WP_010874242.1_GCF_010222815.1_ASM1022281v1,Synechocystis sp. CACIAM 05,Synechocystis sp. CACIAM 05,MULTISPECIES: circadian clock protein KaiB [Synechocystis]
242,WP_212720942,WP_010874242,2732530,WP_212720942.1_GCF_018282115.1_ASM1828211v1,100.0,2.8300000000000002e-70,208.0,0,0,WP_212720942.1_GCF_018282115.1_ASM1828211v1,Synechocystis sp. PCC 7338,Synechocystis sp. PCC 7338,MULTISPECIES: circadian clock protein KaiB [unclassified Synechocystis]
243,WP_028947078,WP_010874242,1147,WP_028947078.1_GCF_000478825.2_ASM47882v2,99.048,9.07e-70,207.0,0,0,WP_028947078.1_GCF_000478825.2_ASM47882v2,Synechocystis sp. PCC 6714,Synechocystis sp. PCC 6714,circadian clock protein KaiB [Synechocystis sp. PCC 6714]
244,WP_015145808,WP_010874242,118163,WP_015145808.1_GCF_000317025.1_ASM31702v1,93.269,9.93e-64,191.0,0,0,WP_015145808.1_GCF_000317025.1_ASM31702v1,Pleurocapsa sp. PCC 7327,Pleurocapsa sp. PCC 7327,MULTISPECIES: circadian clock protein KaiB [Pleurocapsales]
245,WP_002733742,WP_010874242,267865,WP_002733742.1_GCF_021172085.1_ASM2117208v1,95.05,2.04e-63,191.0,0,0,WP_002733742.1_GCF_021172085.1_ASM2117208v1,Microcystis aeruginosa FACHB-905,Microcystis aeruginosa FACHB-905,MULTISPECIES: circadian clock protein KaiB [Microcystis]
246,WP_002733742,WP_010874242,1126,WP_002733742.1_GCF_019704275.1_ASM1970427v1,95.05,2.04e-63,191.0,0,0,WP_002733742.1_GCF_019704275.1_ASM1970427v1,Microcystis aeruginosa,Microcystis aeruginosa,MULTISPECIES: circadian clock protein KaiB [Microcystis]
247,WP_002733742,WP_010874242,449468,WP_002733742.1_GCF_010196425.1_ASM1019642v1,95.05,2.04e-63,191.0,0,0,WP_002733742.1_GCF_010196425.1_ASM1019642v1,Microcystis aeruginosa NIES-298,Microcystis aeruginosa NIES-298,MULTISPECIES: circadian clock protein KaiB [Microcystis]
248,WP_002733742,WP_010874242,2686288,WP_002733742.1_GCF_009792235.1_ASM979223v1,95.05,2.04e-63,191.0,0,0,WP_002733742.1_GCF_009792235.1_ASM979223v1,Microcystis aeruginosa FD4,Microcystis aeruginosa FD4,MULTISPECIES: circadian clock protein KaiB [Microcystis]
249,WP_002733742,WP_010874242,213615,WP_002733742.1_GCF_003945305.1_ASM394530v1,95.05,2.04e-63,191.0,0,0,WP_002733742.1_GCF_003945305.1_ASM394530v1,Microcystis viridis NIES-102,Microcystis viridis NIES-102,MULTISPECIES: circadian clock protein KaiB [Microcystis]
250,WP_002733742,WP_010874242,1967666,WP_002733742.1_GCF_003019735.1_ASM301973v1,95.05,2.04e-63,191.0,0,0,WP_002733742.1_GCF_003019735.1_ASM301973v1,Microcystis sp. MC19,Microcystis sp. MC19,MULTISPECIES: circadian clock protein KaiB [Microcystis]
251,WP_002733742,WP_010874242,1903187,WP_002733742.1_GCF_002095975.1_ASM209597v1,95.05,2.04e-63,191.0,0,0,WP_002733742.1_GCF_002095975.1_ASM209597v1,Microcystis aeruginosa PCC 7806SL,Microcystis aeruginosa PCC 7806SL,MULTISPECIES: circadian clock protein KaiB [Microcystis]
252,WP_002733742,WP_010874242,449447,WP_002733742.1_GCF_000010625.1_ASM1062v1,95.05,2.04e-63,191.0,0,0,WP_002733742.1_GCF_000010625.1_ASM1062v1,Microcystis aeruginosa NIES-843,Microcystis aeruginosa NIES-843,MULTISPECIES: circadian clock protein KaiB [Microcystis]
253,WP_002800410,WP_010874242,1698524,WP_002800410.1_GCF_001704955.2_ASM170495v2,95.05,2.8e-63,190.0,0,0,WP_002800410.1_GCF_001704955.2_ASM170495v2,Microcystis aeruginosa NIES-2481,Microcystis aeruginosa NIES-2481,MULTISPECIES: circadian clock protein KaiB [Microcystis]
254,WP_002800410,WP_010874242,1641812,WP_002800410.1_GCF_000981785.2_ASM98178v2,95.05,2.8e-63,190.0,0,0,WP_002800410.1_GCF_000981785.2_ASM98178v2,Microcystis aeruginosa NIES-2549,Microcystis aeruginosa NIES-2549,MULTISPECIES: circadian clock protein KaiB [Microcystis]
255,WP_013321814,WP_010874242,497965,WP_013321814.1_GCF_000147335.1_ASM14733v1,92.233,2.95e-63,190.0,0,0,WP_013321814.1_GCF_000147335.1_ASM14733v1,Gloeothece verrucosa PCC 7822,Gloeothece verrucosa PCC 7822,circadian clock protein KaiB [Gloeothece verrucosa]
256,WP_012598008,WP_010874242,65393,WP_012598008.1_GCF_000021825.1_ASM2182v1,91.262,7.17e-63,189.0,0,0,WP_012598008.1_GCF_000021825.1_ASM2182v1,Gloeothece citriformis PCC 7424,Gloeothece citriformis PCC 7424,circadian clock protein KaiB [Gloeothece citriformis]
257,WP_015221081,WP_010874242,755178,WP_015221081.1_GCF_000317675.1_ASM31767v1,93.069,1.2e-62,189.0,0,0,WP_015221081.1_GCF_000317675.1_ASM31767v1,Cyanobacterium aponinum PCC 10605,Cyanobacterium aponinum PCC 10605,circadian clock protein KaiB [Cyanobacterium aponinum]
258,WP_015785210,WP_010874242,41431,WP_015785210.1_GCF_000021805.1_ASM2180v1,92.233,2.8699999999999997e-62,187.0,0,0,WP_015785210.1_GCF_000021805.1_ASM2180v1,Rippkaea orientalis PCC 8801,Rippkaea orientalis PCC 8801,circadian clock protein KaiB [Rippkaea orientalis]
259,WP_017293901,WP_010874242,1617448,WP_017293901.1_GCF_001548115.1_Gm3709,92.079,5.88e-62,187.0,0,0,WP_017293901.1_GCF_001548115.1_Gm3709,Geminocystis sp. NIES-3709,Geminocystis sp. NIES-3709,MULTISPECIES: circadian clock protein KaiB [Geminocystis]
260,WP_017293901,WP_010874242,1615909,WP_017293901.1_GCF_001548095.1_Gm3709,92.079,5.88e-62,187.0,0,0,WP_017293901.1_GCF_001548095.1_Gm3709,Geminocystis sp. NIES-3708,Geminocystis sp. NIES-3708,MULTISPECIES: circadian clock protein KaiB [Geminocystis]
261,WP_017293901,WP_010874242,113355,WP_017293901.1_GCF_000332235.1_ASM33223v1,92.079,5.88e-62,187.0,0,0,WP_017293901.1_GCF_000332235.1_ASM33223v1,Geminocystis herdmanii PCC 6308,Geminocystis herdmanii PCC 6308,MULTISPECIES: circadian clock protein KaiB [Geminocystis]
262,WP_006632119,WP_010874242,669365,WP_006632119.1_GCF_022701275.1_ASM2270127v1,93.069,6.97e-62,187.0,0,0,WP_006632119.1_GCF_022701275.1_ASM2270127v1,Microcoleus vaginatus PCC 9802,Microcoleus vaginatus PCC 9802,MULTISPECIES: circadian clock protein KaiB [Oscillatoriales]
263,WP_006632119,WP_010874242,2303329,WP_006632119.1_GCF_022701255.1_ASM2270125v1,93.069,6.97e-62,187.0,0,0,WP_006632119.1_GCF_022701255.1_ASM2270125v1,Microcoleus vaginatus HSN003,Microcoleus vaginatus HSN003,MULTISPECIES: circadian clock protein KaiB [Oscillatoriales]
264,WP_006632119,WP_010874242,179408,WP_006632119.1_GCF_000317475.1_ASM31747v1,93.069,6.97e-62,187.0,0,0,WP_006632119.1_GCF_000317475.1_ASM31747v1,Oscillatoria nigro-viridis PCC 7112,Oscillatoria nigro-viridis PCC 7112,MULTISPECIES: circadian clock protein KaiB [Oscillatoriales]
265,WP_015180367,WP_010874242,1173027,WP_015180367.1_GCF_000317515.1_ASM31751v1,89.423,6.97e-62,187.0,0,0,WP_015180367.1_GCF_000317515.1_ASM31751v1,Microcoleus sp. PCC 7113,Microcoleus sp. PCC 7113,circadian clock protein KaiB [Allocoleopsis franciscana]
266,WP_168568047,WP_010874242,2064643,WP_168568047.1_GCF_012295525.1_ASM1229552v1,93.069,1.2099999999999999e-61,186.0,0,0,WP_168568047.1_GCF_012295525.1_ASM1229552v1,Oxynema sp. AP17,Oxynema sp. AP17,MULTISPECIES: circadian clock protein KaiB [Oxynema]
267,WP_068507005,WP_010874242,2811482,WP_068507005.1_GCF_016919485.1_ASM1691948v1,90.291,2.33e-61,185.0,0,0,WP_068507005.1_GCF_016919485.1_ASM1691948v1,Thermoleptolyngbya sp. PKUAC-SCTB121,Thermoleptolyngbya sp. PKUAC-SCTB121,MULTISPECIES: circadian clock protein KaiB [Thermoleptolyngbya]
268,WP_068507005,WP_010874242,2737172,WP_068507005.1_GCF_013177315.1_ASM1317731v1,90.291,2.33e-61,185.0,0,0,WP_068507005.1_GCF_013177315.1_ASM1317731v1,Thermoleptolyngbya sp. PKUAC-SCTA183,Thermoleptolyngbya sp. PKUAC-SCTA183,MULTISPECIES: circadian clock protein KaiB [Pseudanabaenales]
269,WP_096385121,WP_010874242,1807358,WP_096385121.1_GCF_002355455.1_ASM235545v1,87.379,1.01e-60,184.0,0,0,WP_096385121.1_GCF_002355455.1_ASM235545v1,Stanieria sp. NIES-3757,Stanieria sp. NIES-3757,circadian clock protein KaiB [Stanieria sp. NIES-3757]
270,WP_024750203,WP_010874242,43989,WP_024750203.1_GCF_000017845.1_ASM1784v1,91.262,1.25e-60,184.0,0,0,WP_024750203.1_GCF_000017845.1_ASM1784v1,Crocosphaera subtropica ATCC 51142,Crocosphaera subtropica ATCC 51142,circadian clock protein KaiB [Crocosphaera subtropica]
271,WP_015191647,WP_010874242,111780,WP_015191647.1_GCF_000317575.1_ASM31757v1,85.714,1.55e-60,184.0,0,0,WP_015191647.1_GCF_000317575.1_ASM31757v1,Stanieria cyanosphaera PCC 7437,Stanieria cyanosphaera PCC 7437,circadian clock protein KaiB [Stanieria cyanosphaera]
272,WP_211619801,WP_010874242,2812896,WP_211619801.1_GCF_018128485.1_ASM1812848v1,91.919,1.97e-60,183.0,0,0,WP_211619801.1_GCF_018128485.1_ASM1812848v1,Leptolyngbya sp. 7M,Leptolyngbya sp. 7M,circadian clock protein KaiB [Leptolyngbya sp. 7M]
273,WP_199250173,WP_010874242,222819,WP_199250173.1_GCF_016446395.1_ASM1644639v1,90.196,3.2899999999999996e-60,182.0,0,0,WP_199250173.1_GCF_016446395.1_ASM1644639v1,[Phormidium] sp. ETS-05,[Phormidium] sp. ETS-05,circadian clock protein KaiB [[Phormidium] sp. ETS-05]
274,WP_179051140,WP_010874242,2576904,WP_179051140.1_GCF_013393945.1_ASM1339394v1,86.667,6.04e-60,182.0,0,0,WP_179051140.1_GCF_013393945.1_ASM1339394v1,Nostoc sp. TCL26-01,Nostoc sp. TCL26-01,circadian clock protein KaiB [Nostoc sp. TCL26-01]
275,WP_096717847,WP_010874242,2005460,WP_096717847.1_GCF_002368355.1_ASM236835v1,90.0,6.87e-60,182.0,0,0,WP_096717847.1_GCF_002368355.1_ASM236835v1,Chondrocystis sp. NIES-4102,Chondrocystis sp. NIES-4102,circadian clock protein KaiB [Chondrocystis sp. NIES-4102]
276,WP_198804676,WP_010874242,1115757,WP_198804676.1_GCF_016403105.1_ASM1640310v1,90.909,7.159999999999999e-60,182.0,0,0,WP_198804676.1_GCF_016403105.1_ASM1640310v1,Leptolyngbya sp. BL0902,Leptolyngbya sp. BL0902,circadian clock protein KaiB [Leptolyngbya sp. BL0902]
277,WP_015173271,WP_010874242,1173025,WP_015173271.1_GCF_000317045.1_ASM31704v1,88.35,8.349999999999999e-60,181.0,0,0,WP_015173271.1_GCF_000317045.1_ASM31704v1,Geitlerinema sp. PCC 7407,Geitlerinema sp. PCC 7407,circadian clock protein KaiB [Geitlerinema sp. PCC 7407]
278,WP_072717063,WP_010874242,1678309,WP_072717063.1_GCF_904830955.1_P.,91.919,1.09e-59,181.0,0,0,WP_072717063.1_GCF_904830955.1_P.,Planktothrix tepida,Planktothrix tepida,MULTISPECIES: circadian clock protein KaiB [Planktothrix]
279,WP_008182352,WP_010874242,1454205,WP_008182352.1_GCF_001854205.1_ASM185420v1,90.909,1.1000000000000002e-59,181.0,0,0,WP_008182352.1_GCF_001854205.1_ASM185420v1,Moorea producens JHB,Moorea producens JHB,MULTISPECIES: circadian clock protein KaiB [Moorea]
280,WP_011317867,WP_010874242,375899,WP_011317867.1_GCF_009856605.1_ASM985660v1,85.714,1.3200000000000001e-59,181.0,0,0,WP_011317867.1_GCF_009856605.1_ASM985660v1,Trichormus variabilis 0441,Trichormus variabilis 0441,MULTISPECIES: circadian clock protein KaiB [Nostocaceae]
281,WP_011317867,WP_010874242,2490939,WP_011317867.1_GCF_009498015.1_ASM949801v1,85.714,1.3200000000000001e-59,181.0,0,0,WP_011317867.1_GCF_009498015.1_ASM949801v1,Anabaena sp. YBS01,Anabaena sp. YBS01,MULTISPECIES: circadian clock protein KaiB [Nostocaceae]
282,WP_011317867,WP_010874242,240292,WP_011317867.1_GCF_000204075.1_ASM20407v1,85.714,1.3200000000000001e-59,181.0,0,0,WP_011317867.1_GCF_000204075.1_ASM20407v1,Trichormus variabilis ATCC 29413,Trichormus variabilis ATCC 29413,MULTISPECIES: circadian clock protein KaiB [Nostocaceae]
283,WP_010997036,WP_010874242,103690,WP_010997036.1_GCF_000009705.1_ASM970v1,85.714,1.73e-59,181.0,0,0,WP_010997036.1_GCF_000009705.1_ASM970v1,Nostoc sp. PCC 7120 = FACHB-418,Nostoc sp. PCC 7120 = FACHB-418,MULTISPECIES: circadian clock protein KaiB [Nostocaceae]
284,WP_010997036,WP_010874242,1973479,WP_010997036.1_GCF_002368015.1_ASM236801v1,85.714,1.73e-59,181.0,0,0,WP_010997036.1_GCF_002368015.1_ASM236801v1,Trichormus variabilis NIES-23,Trichormus variabilis NIES-23,MULTISPECIES: circadian clock protein KaiB [Nostocaceae]
285,WP_254173413,WP_010874242,132604,WP_254173413.1_GCF_904830925.1_P.,90.909,2.44e-59,180.0,0,0,WP_254173413.1_GCF_904830925.1_P.,Planktothrix pseudagardhii,Planktothrix pseudagardhii,circadian clock protein KaiB [Planktothrix pseudagardhii]
286,WP_019495861,WP_010874242,2853227,WP_019495861.1_GCF_019977735.1_ASM1997773v1,88.119,2.79e-59,180.0,0,0,WP_019495861.1_GCF_019977735.1_ASM1997773v1,Calothrix sp. PCC 7716,Calothrix sp. PCC 7716,MULTISPECIES: circadian clock protein KaiB [Nostocales]
287,WP_015158124,WP_010874242,1173020,WP_015158124.1_GCF_000317145.1_ASM31714v1,85.437,2.85e-59,180.0,0,0,WP_015158124.1_GCF_000317145.1_ASM31714v1,Chamaesiphon minutus PCC 6605,Chamaesiphon minutus PCC 6605,MULTISPECIES: circadian clock protein KaiB [Chamaesiphon]
288,WP_026788631,WP_010874242,1160,WP_026788631.1_GCF_904830935.1_P.,90.909,3e-59,180.0,0,0,WP_026788631.1_GCF_904830935.1_P.,Planktothrix agardhii,Planktothrix agardhii,MULTISPECIES: circadian clock protein KaiB [Planktothrix]
289,WP_026788631,WP_010874242,329571,WP_026788631.1_GCF_900009275.2_Planktothrix,90.909,3e-59,180.0,0,0,WP_026788631.1_GCF_900009275.2_Planktothrix,Planktothrix rubescens NIVA-CYA 18,Planktothrix rubescens NIVA-CYA 18,MULTISPECIES: circadian clock protein KaiB [Planktothrix]
290,WP_026788631,WP_010874242,388467,WP_026788631.1_GCF_000710505.1_Plagard2.0,90.909,3e-59,180.0,0,0,WP_026788631.1_GCF_000710505.1_Plagard2.0,Planktothrix agardhii NIVA-CYA 126/8,Planktothrix agardhii NIVA-CYA 126/8,MULTISPECIES: circadian clock protein KaiB [Planktothrix]
291,WP_070396020,WP_010874242,1458985,WP_070396020.1_GCF_001767235.1_ASM176723v1,89.899,3.88e-59,180.0,0,0,WP_070396020.1_GCF_001767235.1_ASM176723v1,Moorea producens PAL-8-15-08-1,Moorea producens PAL-8-15-08-1,circadian clock protein KaiB [Moorea producens]
292,WP_006618253,WP_010874242,459495,WP_006618253.1_GCF_025200965.1_ASM2520096v1,90.909,4.1000000000000005e-59,180.0,0,0,WP_006618253.1_GCF_025200965.1_ASM2520096v1,Arthrospira platensis C1,Arthrospira platensis C1,MULTISPECIES: circadian clock protein KaiB [Limnospira]
293,WP_006618253,WP_010874242,2759955,WP_006618253.1_GCF_014489865.2_ASM1448986v2,90.909,4.1000000000000005e-59,180.0,0,0,WP_006618253.1_GCF_014489865.2_ASM1448986v2,Limnospira fusiformis KN,Limnospira fusiformis KN,MULTISPECIES: circadian clock protein KaiB [Limnospira]
294,WP_006618253,WP_010874242,376219,WP_006618253.1_GCF_000973065.1_ASM97306v1,90.909,4.1000000000000005e-59,180.0,0,0,WP_006618253.1_GCF_000973065.1_ASM97306v1,Limnospira indica PCC 8005,Limnospira indica PCC 8005,MULTISPECIES: circadian clock protein KaiB [Oscillatoriales]
295,WP_080810498,WP_010874242,1641165,WP_080810498.1_GCF_002075285.3_ASM207528v3,87.129,4.89e-59,179.0,0,0,WP_080810498.1_GCF_002075285.3_ASM207528v3,Halomicronema hongdechloris C2206,Halomicronema hongdechloris C2206,circadian clock protein KaiB [Halomicronema hongdechloris]
296,WP_015140003,WP_010874242,28072,WP_015140003.1_GCF_000316645.1_ASM31664v1,84.762,5.42e-59,179.0,0,0,WP_015140003.1_GCF_000316645.1_ASM31664v1,Nostoc sp. PCC 7524,Nostoc sp. PCC 7524,circadian clock protein KaiB [Nostoc sp. PCC 7524]
297,WP_119259529,WP_010874242,1763363,WP_119259529.1_GCF_003574135.1_ASM357413v1,90.099,6.220000000000001e-59,179.0,0,0,WP_119259529.1_GCF_003574135.1_ASM357413v1,cyanobacterium endosymbiont of Rhopalodia gibberula,cyanobacterium endosymbiont of Rhopalodia gibberula,circadian clock protein KaiB [cyanobacterium endosymbiont of Rhopalodia gibberula]
298,WP_194055195,WP_010874242,984208,WP_194055195.1_GCF_019598945.1_ASM1959894v1,87.379,7.1000000000000005e-59,179.0,0,0,WP_194055195.1_GCF_019598945.1_ASM1959894v1,Sphaerospermopsis torques-reginae ITEP-024,Sphaerospermopsis torques-reginae ITEP-024,MULTISPECIES: circadian clock protein KaiB [Sphaerospermopsis]
299,WP_067763282,WP_010874242,1751286,WP_067763282.1_GCF_001548375.1_ASM154837v1,84.762,9.29e-59,179.0,0,0,WP_067763282.1_GCF_001548375.1_ASM154837v1,Nostoc sp. NIES-3756,Nostoc sp. NIES-3756,MULTISPECIES: circadian clock protein KaiB [unclassified Nostoc]
300,WP_067763282,WP_010874242,1973475,WP_067763282.1_GCF_002368215.1_ASM236821v1,84.762,9.29e-59,179.0,0,0,WP_067763282.1_GCF_002368215.1_ASM236821v1,Nostoc sp. NIES-2111,Nostoc sp. NIES-2111,MULTISPECIES: circadian clock protein KaiB [unclassified Nostoc]
